Text30,Text40,Text8,Text37,Text49,Text38,Text33,Text31,Text13,Text24,Text43,Text35,Text34,Text36
10:00 - 10:59 am,23,,23.99,1.04,,23.99,14,0.00,,0.00,61,0,0.00
11:00 - 11:59 am,21,,182.89,8.71,,162.89,12,20.00,,0.95,57,0,0.00
12:00 - 12:59 pm,33,,39.97,1.21,,39.97,9,0.00,,0.00,27,0,0.00
01:00 - 01:59 pm,35,,123.63,3.53,,100.94,11,20.00,,0.57,31,1,2.69
02:00 - 02:59 pm,31,,50.96,1.64,,50.96,29,0.00,,0.00,94,0,0.00
03:00 - 03:59 pm,26,,103.93,4.00,,88.95,19,10.00,,0.38,73,2,4.98
04:00 - 04:59 pm,33,,106.94,3.24,,86.94,21,20.00,,0.61,64,0,0.00
05:00 - 05:59 pm,35,,82.96,2.37,,82.96,17,0.00,,0.00,49,0,0.00
06:00 - 06:59 pm,17,,39.97,2.35,,39.97,5,0.00,,0.00,29,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,2,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,2,,0.00,0.00,,0.00,2,0.00,,0.00,100,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/04/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,733.33",0.00,,"2,733.33",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,3,0.00,,0.00,300,0,0.00
09:00 - 09:59 am,8,,2.69,0.34,,0.00,4,0.00,,0.00,50,1,2.69
10:00 - 10:59 am,20,,46.97,2.35,,46.97,9,0.00,,0.00,45,0,0.00
11:00 - 11:59 am,30,,88.95,2.97,,68.95,28,20.00,,0.67,93,0,0.00
12:00 - 12:59 pm,29,,66.97,2.31,,46.97,20,20.00,,0.69,69,0,0.00
01:00 - 01:59 pm,21,,38.98,1.86,,28.98,13,10.00,,0.48,62,0,0.00
02:00 - 02:59 pm,23,,41.47,1.80,,28.98,15,10.00,,0.43,65,1,2.49
03:00 - 03:59 pm,27,,31.98,1.18,,21.98,12,10.00,,0.37,44,0,0.00
04:00 - 04:59 pm,34,,39.97,1.18,,39.97,13,0.00,,0.00,38,0,0.00
05:00 - 05:59 pm,27,,128.90,4.77,,128.90,20,0.00,,0.00,74,0,0.00
06:00 - 06:59 pm,25,,109.95,4.40,,99.95,19,10.00,,0.40,76,0,0.00
07:00 - 07:59 pm,5,,0.00,0.00,,0.00,8,0.00,,0.00,160,0,0.00
08:00 - 08:59 pm,3,,0.00,0.00,,0.00,1,0.00,,0.00,33,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/05/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,174.87",0.00,,"3,174.87",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,11,,3.69,0.34,,1.00,9,0.00,,0.00,82,1,2.69
10:00 - 10:59 am,12,,39.97,3.33,,39.97,7,0.00,,0.00,58,0,0.00
11:00 - 11:59 am,25,,90.96,3.64,,80.96,11,10.00,,0.40,44,0,0.00
12:00 - 12:59 pm,28,,138.93,4.96,,128.93,13,10.00,,0.36,46,0,0.00
01:00 - 01:59 pm,20,,26.68,1.33,,23.99,8,0.00,,0.00,40,1,2.69
02:00 - 02:59 pm,25,,60.98,2.44,,40.98,15,20.00,,0.80,60,0,0.00
03:00 - 03:59 pm,34,,57.96,1.70,,57.96,20,0.00,,0.00,59,0,0.00
04:00 - 04:59 pm,26,,46.65,1.79,,43.96,10,0.00,,0.00,38,1,2.69
05:00 - 05:59 pm,50,,182.93,3.66,,142.93,30,40.00,,0.80,60,0,0.00
06:00 - 06:59 pm,16,,23.99,1.50,,23.99,10,0.00,,0.00,63,0,0.00
07:00 - 07:59 pm,13,,17.99,1.38,,17.99,10,0.00,,0.00,77,0,0.00
08:00 - 08:59 pm,8,,0.00,0.00,,0.00,5,0.00,,0.00,63,0,0.00
09:00 - 09:59 pm,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/06/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,267.73",0.00,,"3,267.73",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
09:00 - 09:59 am,16,,51.98,3.25,,41.98,17,10.00,,0.63,106,0,0.00
10:00 - 10:59 am,21,,101.96,4.86,,101.96,9,0.00,,0.00,43,0,0.00
11:00 - 11:59 am,37,,96.96,2.62,,96.96,14,0.00,,0.00,38,0,0.00
12:00 - 12:59 pm,24,,125.95,5.25,,125.95,15,0.00,,0.00,63,0,0.00
01:00 - 01:59 pm,35,,68.95,1.97,,68.95,16,0.00,,0.00,46,0,0.00
02:00 - 02:59 pm,38,,62.66,1.65,,59.97,18,0.00,,0.00,47,1,2.69
03:00 - 03:59 pm,38,,99.96,2.63,,89.96,26,10.00,,0.26,68,0,0.00
04:00 - 04:59 pm,34,,57.96,1.70,,57.96,16,0.00,,0.00,47,0,0.00
05:00 - 05:59 pm,27,,83.96,3.11,,83.96,13,0.00,,0.00,48,0,0.00
06:00 - 06:59 pm,29,,102.44,3.53,,99.95,16,0.00,,0.00,55,1,2.49
07:00 - 07:59 pm,15,,0.00,0.00,,0.00,7,0.00,,0.00,47,0,0.00
08:00 - 08:59 pm,3,,0.00,0.00,,0.00,1,0.00,,0.00,33,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/07/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,741.11",0.00,,"3,741.11",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,15,,17.99,1.20,,17.99,4,0.00,,0.00,27,0,0.00
10:00 - 10:59 am,30,,80.96,2.70,,70.96,21,10.00,,0.33,70,0,0.00
11:00 - 11:59 am,45,,218.91,4.86,,208.91,33,10.00,,0.22,73,0,0.00
12:00 - 12:59 pm,29,,60.65,2.09,,57.96,26,0.00,,0.00,90,1,2.69
01:00 - 01:59 pm,52,,204.88,3.94,,204.88,26,0.00,,0.00,50,0,0.00
02:00 - 02:59 pm,52,,187.91,3.61,,157.91,26,30.00,,0.58,50,0,0.00
03:00 - 03:59 pm,39,,180.92,4.64,,170.92,22,10.00,,0.26,56,0,0.00
04:00 - 04:59 pm,58,,175.91,3.03,,165.91,34,10.00,,0.17,59,0,0.00
05:00 - 05:59 pm,33,,117.94,3.57,,117.94,9,0.00,,0.00,27,0,0.00
06:00 - 06:59 pm,30,,64.96,2.17,,64.96,19,0.00,,0.00,63,0,0.00
07:00 - 07:59 pm,25,,63.96,2.56,,63.96,14,0.00,,0.00,56,0,0.00
08:00 - 08:59 pm,6,,0.00,0.00,,0.00,4,0.00,,0.00,67,0,0.00
09:00 - 09:59 pm,0,,3.50,0.00,,0.00,0,0.00,,0.00,0,2,3.50
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/08/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,255.49",0.00,,"3,255.49",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/09/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,784.91",0.00,,"3,784.91",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,17,,10.99,0.65,,10.99,8,0.00,,0.00,47,0,0.00
10:00 - 10:59 am,18,,10.99,0.61,,10.99,15,0.00,,0.00,83,0,0.00
11:00 - 11:59 am,15,,10.99,0.73,,10.99,5,0.00,,0.00,33,0,0.00
12:00 - 12:59 pm,16,,51.97,3.25,,51.97,10,0.00,,0.00,63,0,0.00
01:00 - 01:59 pm,19,,38.98,2.05,,28.98,15,10.00,,0.53,79,0,0.00
02:00 - 02:59 pm,8,,0.00,0.00,,0.00,7,0.00,,0.00,88,0,0.00
03:00 - 03:59 pm,12,,62.97,5.25,,52.97,5,10.00,,0.83,42,0,0.00
04:00 - 04:59 pm,24,,28.98,1.21,,28.98,10,0.00,,0.00,42,0,0.00
05:00 - 05:59 pm,24,,46.97,1.96,,46.97,15,0.00,,0.00,63,0,0.00
06:00 - 06:59 pm,12,,0.00,0.00,,0.00,5,0.00,,0.00,42,0,0.00
07:00 - 07:59 pm,8,,0.00,0.00,,0.00,5,0.00,,0.00,63,0,0.00
08:00 - 08:59 pm,6,,0.00,0.00,,0.00,5,0.00,,0.00,83,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/10/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,358.39",0.00,,"3,358.39",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,3,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,6,,0.00,0.00,,0.00,5,0.00,,0.00,83,0,0.00
10:00 - 10:59 am,11,,22.68,2.06,,19.99,7,0.00,,0.00,64,1,2.69
11:00 - 11:59 am,10,,61.97,6.20,,51.97,8,10.00,,1.00,80,0,0.00
12:00 - 12:59 pm,13,,39.99,3.08,,29.99,7,10.00,,0.77,54,0,0.00
01:00 - 01:59 pm,23,,98.95,4.30,,88.95,16,10.00,,0.43,70,0,0.00
02:00 - 02:59 pm,17,,49.98,2.94,,29.98,9,20.00,,1.18,53,0,0.00
03:00 - 03:59 pm,16,,26.68,1.67,,23.99,9,0.00,,0.00,56,1,2.69
04:00 - 04:59 pm,12,,0.00,0.00,,0.00,5,0.00,,0.00,42,0,0.00
05:00 - 05:59 pm,18,,64.96,3.61,,64.96,13,0.00,,0.00,72,0,0.00
06:00 - 06:59 pm,5,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/11/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,493.73",0.00,,"3,493.73",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,4,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,6,,23.99,4.00,,23.99,4,0.00,,0.00,67,0,0.00
11:00 - 11:59 am,10,,44.98,4.50,,34.98,11,10.00,,1.00,110,0,0.00
12:00 - 12:59 pm,9,,0.00,0.00,,0.00,3,0.00,,0.00,33,0,0.00
01:00 - 01:59 pm,14,,20.48,1.46,,17.99,10,0.00,,0.00,71,1,2.49
02:00 - 02:59 pm,18,,17.99,1.00,,17.99,6,0.00,,0.00,33,0,0.00
03:00 - 03:59 pm,26,,86.96,3.34,,76.96,21,10.00,,0.38,81,0,0.00
04:00 - 04:59 pm,17,,43.99,2.59,,43.99,11,0.00,,0.00,65,0,0.00
05:00 - 05:59 pm,26,,35.98,1.38,,35.98,17,0.00,,0.00,65,0,0.00
06:00 - 06:59 pm,12,,11.99,1.00,,11.99,9,0.00,,0.00,75,0,0.00
07:00 - 07:59 pm,3,,0.00,0.00,,0.00,1,0.00,,0.00,33,0,0.00
08:00 - 08:59 pm,4,,0.00,0.00,,0.00,1,0.00,,0.00,25,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02/12/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,986.72",0.00,,"2,986.72",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,17,,0.00,0.00,,0.00,11,0.00,,0.00,65,0,0.00
10:00 - 10:59 am,33,,13.68,0.41,,10.99,17,0.00,,0.00,52,1,2.69
11:00 - 11:59 am,32,,0.00,0.00,,0.00,25,0.00,,0.00,78,0,0.00
12:00 - 12:59 pm,16,,21.98,1.37,,21.98,12,0.00,,0.00,75,0,0.00
01:00 - 01:59 pm,3,,0.00,0.00,,0.00,1,0.00,,0.00,33,0,0.00
02:00 - 02:59 pm,3,,20.99,7.00,,10.99,2,10.00,,3.33,67,0,0.00
03:00 - 03:59 pm,5,,26.68,5.34,,23.99,1,0.00,,0.00,20,1,2.69
04:00 - 04:59 pm,16,,19.99,1.25,,19.99,13,0.00,,0.00,81,0,0.00
