Text30,Text40,Text8,Text37,Text49,Text38,Text33,Text31,Text13,Text24,Text43,Text35,Text34,Text36
10:00 - 10:59 am,24,,45.98,1.92,,35.98,14,10.00,,0.42,58,0,0.00
11:00 - 11:59 am,31,,17.99,0.58,,17.99,18,0.00,,0.00,58,0,0.00
12:00 - 12:59 pm,23,,129.97,5.65,,89.97,18,40.00,,1.74,78,0,0.00
01:00 - 01:59 pm,38,,80.97,2.13,,20.98,24,59.99,,1.58,63,0,0.00
02:00 - 02:59 pm,28,,71.97,2.57,,71.97,18,0.00,,0.00,64,0,0.00
03:00 - 03:59 pm,29,,98.96,3.41,,88.96,13,10.00,,0.34,45,0,0.00
04:00 - 04:59 pm,35,,87.97,2.51,,87.97,18,0.00,,0.00,51,0,0.00
05:00 - 05:59 pm,17,,49.97,2.94,,39.97,7,10.00,,0.59,41,0,0.00
06:00 - 06:59 pm,24,,68.46,2.85,,65.97,14,0.00,,0.00,58,1,2.49
07:00 - 07:59 pm,10,,0.00,0.00,,0.00,9,0.00,,0.00,90,0,0.00
08:00 - 08:59 pm,5,,0.00,0.00,,0.00,1,0.00,,0.00,20,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/04/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,648.88",0.00,,"2,648.88",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/05/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,502.47",0.00,,"3,502.47",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,3,,0.00,0.00,,0.00,7,0.00,,0.00,233,0,0.00
10:00 - 10:59 am,9,,11.00,1.22,,11.00,3,0.00,,0.00,33,0,0.00
11:00 - 11:59 am,3,,23.99,8.00,,23.99,3,0.00,,0.00,100,0,0.00
12:00 - 12:59 pm,6,,20.99,3.50,,10.99,5,10.00,,1.67,83,0,0.00
01:00 - 01:59 pm,3,,10.99,3.66,,10.99,5,0.00,,0.00,167,0,0.00
02:00 - 02:59 pm,11,,48.47,4.41,,34.98,7,10.00,,0.91,64,2,3.49
03:00 - 03:59 pm,11,,10.99,1.00,,10.99,6,0.00,,0.00,55,0,0.00
04:00 - 04:59 pm,26,,77.24,2.97,,77.24,21,0.00,,0.00,81,0,0.00
05:00 - 05:59 pm,26,,68.66,2.64,,65.97,10,0.00,,0.00,38,1,2.69
06:00 - 06:59 pm,16,,17.99,1.12,,17.99,10,0.00,,0.00,63,0,0.00
07:00 - 07:59 pm,16,,34.98,2.19,,34.98,6,0.00,,0.00,38,0,0.00
08:00 - 08:59 pm,3,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/06/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,069.74",0.00,,"3,069.74",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,20,,58.97,2.95,,58.97,17,0.00,,0.00,85,0,0.00
10:00 - 10:59 am,37,,0.00,0.00,,0.00,26,0.00,,0.00,70,0,0.00
11:00 - 11:59 am,40,,41.98,1.05,,41.98,22,0.00,,0.00,55,0,0.00
12:00 - 12:59 pm,47,,71.96,1.53,,71.96,24,0.00,,0.00,51,0,0.00
01:00 - 01:59 pm,52,,0.00,0.00,,0.00,28,0.00,,0.00,54,0,0.00
02:00 - 02:59 pm,41,,52.97,1.29,,52.97,26,0.00,,0.00,63,0,0.00
03:00 - 03:59 pm,49,,44.98,0.92,,34.98,23,10.00,,0.20,47,0,0.00
04:00 - 04:59 pm,38,,32.68,0.86,,(17.00),24,46.99,,1.24,63,1,2.69
05:00 - 05:59 pm,35,,124.68,3.56,,110.94,20,10.00,,0.29,57,2,3.74
06:00 - 06:59 pm,38,,21.98,0.58,,21.98,23,0.00,,0.00,61,0,0.00
07:00 - 07:59 pm,11,,0.00,0.00,,0.00,6,0.00,,0.00,55,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/07/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,698.80",0.00,,"3,698.80",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,14,,0.00,0.00,,0.00,5,0.00,,0.00,36,0,0.00
10:00 - 10:59 am,20,,23.99,1.20,,23.99,10,0.00,,0.00,50,0,0.00
11:00 - 11:59 am,25,,35.97,1.44,,25.97,14,10.00,,0.40,56,0,0.00
12:00 - 12:59 pm,25,,46.97,1.88,,46.97,15,0.00,,0.00,60,0,0.00
01:00 - 01:59 pm,23,,70.96,3.09,,70.96,13,0.00,,0.00,57,0,0.00
02:00 - 02:59 pm,32,,37.99,1.19,,17.99,22,20.00,,0.63,69,0,0.00
03:00 - 03:59 pm,29,,12.99,0.45,,2.99,13,10.00,,0.34,45,0,0.00
04:00 - 04:59 pm,27,,34.98,1.30,,34.98,14,0.00,,0.00,52,0,0.00
05:00 - 05:59 pm,23,,90.96,3.95,,80.96,19,10.00,,0.43,83,0,0.00
06:00 - 06:59 pm,18,,11.00,0.61,,11.00,9,0.00,,0.00,50,0,0.00
07:00 - 07:59 pm,5,,0.00,0.00,,0.00,2,0.00,,0.00,40,0,0.00
08:00 - 08:59 pm,4,,0.00,0.00,,0.00,1,0.00,,0.00,25,0,0.00
09:00 - 09:59 pm,1,,0.00,0.00,,0.00,1,0.00,,0.00,100,0,0.00
10:00 - 10:59 pm,0,,(70.00),0.00,,(70.00),0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/08/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,316.28",0.00,,"3,316.28",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,10,,0.00,0.00,,0.00,6,0.00,,0.00,60,0,0.00
10:00 - 10:59 am,17,,2.69,0.16,,0.00,8,0.00,,0.00,47,1,2.69
11:00 - 11:59 am,13,,17.99,1.38,,17.99,9,0.00,,0.00,69,0,0.00
12:00 - 12:59 pm,16,,0.00,0.00,,0.00,8,0.00,,0.00,50,0,0.00
01:00 - 01:59 pm,18,,124.96,6.94,,104.96,11,20.00,,1.11,61,0,0.00
02:00 - 02:59 pm,12,,(20.00),(1.67),,(30.00),10,10.00,,0.83,83,0,0.00
03:00 - 03:59 pm,13,,5.99,0.46,,5.99,12,0.00,,0.00,92,0,0.00
04:00 - 04:59 pm,21,,10.99,0.52,,10.99,23,0.00,,0.00,110,0,0.00
05:00 - 05:59 pm,14,,62.48,4.46,,49.99,7,10.00,,0.71,50,1,2.49
06:00 - 06:59 pm,21,,20.68,0.98,,17.99,19,0.00,,0.00,90,1,2.69
07:00 - 07:59 pm,11,,2.69,0.24,,0.00,5,0.00,,0.00,45,1,2.69
08:00 - 08:59 pm,4,,2.79,0.70,,0.00,3,0.00,,0.00,75,1,2.79
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/09/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,765.89",0.00,,"3,765.89",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,2.69,2.69,,0.00,3,0.00,,0.00,300,1,2.69
09:00 - 09:59 am,18,,41.98,2.33,,41.98,9,0.00,,0.00,50,0,0.00
10:00 - 10:59 am,32,,23.99,0.75,,23.99,16,0.00,,0.00,50,0,0.00
11:00 - 11:59 am,38,,78.97,2.08,,78.97,22,0.00,,0.00,58,0,0.00
12:00 - 12:59 pm,38,,39.97,1.05,,39.97,23,0.00,,0.00,61,0,0.00
01:00 - 01:59 pm,47,,240.91,5.13,,220.91,27,20.00,,0.43,57,0,0.00
02:00 - 02:59 pm,49,,77.96,1.59,,67.96,33,10.00,,0.20,67,0,0.00
03:00 - 03:59 pm,41,,52.76,1.29,,39.97,36,10.00,,0.24,88,1,2.79
04:00 - 04:59 pm,37,,63.96,1.73,,63.96,16,0.00,,0.00,43,0,0.00
05:00 - 05:59 pm,48,,175.92,3.67,,165.92,31,10.00,,0.21,65,0,0.00
06:00 - 06:59 pm,20,,0.00,0.00,,0.00,10,0.00,,0.00,50,0,0.00
07:00 - 07:59 pm,11,,29.99,2.73,,29.99,7,0.00,,0.00,64,0,0.00
08:00 - 08:59 pm,4,,0.00,0.00,,0.00,3,0.00,,0.00,75,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/10/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,460.41",0.00,,"3,460.41",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,2.69,0.00,,0.00,0,0.00,,0.00,0,1,2.69
08:00 - 08:59 am,1,,2.69,2.69,,0.00,0,0.00,,0.00,0,1,2.69
09:00 - 09:59 am,13,,10.99,0.85,,10.99,10,0.00,,0.00,77,0,0.00
10:00 - 10:59 am,21,,10.00,0.48,,0.00,16,10.00,,0.48,76,0,0.00
11:00 - 11:59 am,49,,109.96,2.24,,99.96,30,10.00,,0.20,61,0,0.00
12:00 - 12:59 pm,43,,104.64,2.43,,101.95,23,0.00,,0.00,53,1,2.69
01:00 - 01:59 pm,59,,199.91,3.39,,189.91,36,10.00,,0.17,61,0,0.00
02:00 - 02:59 pm,58,,200.89,3.46,,180.89,27,20.00,,0.34,47,0,0.00
03:00 - 03:59 pm,52,,74.95,1.44,,74.95,27,0.00,,0.00,52,0,0.00
04:00 - 04:59 pm,46,,61.95,1.35,,61.95,20,0.00,,0.00,43,0,0.00
05:00 - 05:59 pm,50,,151.92,3.04,,151.92,28,0.00,,0.00,56,0,0.00
06:00 - 06:59 pm,34,,61.95,1.82,,61.95,18,0.00,,0.00,53,0,0.00
07:00 - 07:59 pm,15,,10.99,0.73,,10.99,5,0.00,,0.00,33,0,0.00
08:00 - 08:59 pm,4,,29.99,7.50,,29.99,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/11/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"3,777.86",0.00,,"3,777.86",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
12:00 - 12:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
06:00 - 06:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
09:00 - 09:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
10:00 - 10:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
11:00 - 11:59 pm,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01/12/2026,,,,,,,,,,,,,
00:00 - 00:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
01:00 - 01:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
02:00 - 02:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
03:00 - 03:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
04:00 - 04:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
05:00 - 05:59 am,0,,"2,766.81",0.00,,"2,766.81",0,0.00,,0.00,0,0,0.00
06:00 - 06:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
07:00 - 07:59 am,0,,0.00,0.00,,0.00,0,0.00,,0.00,0,0,0.00
08:00 - 08:59 am,1,,2.79,2.79,,0.00,3,0.00,,0.00,300,1,2.79
09:00 - 09:59 am,15,,31.78,2.12,,28.99,6,0.00,,0.00,40,1,2.79
10:00 - 10:59 am,17,,0.00,0.00,,0.00,7,0.00,,0.00,41,0,0.00
11:00 - 11:59 am,22,,20.99,0.95,,10.99,17,10.00,,0.45,77,0,0.00
12:00 - 12:59 pm,58,,122.94,2.12,,102.94,43,20.00,,0.34,74,0,0.00
01:00 - 01:59 pm,34,,98.96,2.91,,88.96,20,10.00,,0.29,59,0,0.00
02:00 - 02:59 pm,46,,63.96,1.39,,63.96,25,0.00,,0.00,54,0,0.00
03:00 - 03:59 pm,41,,57.98,1.41,,47.98,19,10.00,,0.24,46,0,0.00
04:00 - 04:59 pm,47,,197.91,4.21,,187.91,20,10.00,,0.21,43,0,0.00
